,Jugador,POS,Equipo,Cotización,CG,AcG,PrG,CT,AcT,PrT,GT,GJ,GC,TL,GP,GV,GO,GR,GE,VF,VI,TA,TR,PE,PA,Fecha,Puntaje
11567,Estadísticas totales de Argentinos:,,,$ 61.000.000,159,988,"6,21",198,1213,"6,13",15,12,2,0,1,3,0,12,0,8,42,28,5,0,1,12,70
11568,"Albornoz, Patricio",ARQ,Atl. Tucumán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11569,"González, Juan Ignacio",ARQ,Atl. Tucumán,$ 600.000,,,,1,6,"6,00",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,
11570,"Mansilla, Matías",ARQ,Atl. Tucumán,$ 3.500.000,12,58,"4,83",14,67,"4,79",0,0,0,0,0,0,0,18,0,0,4,3,0,0,1,12,3
11571,"Brandán, Moisés",DEF,Atl. Tucumán,$ 600.000,,,,,,,,,,,,,,,,,,,,,,12,
11572,"Brizuela, Miguel",DEF,Atl. Tucumán,$ 1.200.000,12,79,"6,58",15,96,"6,40",1,1,0,0,0,0,0,,0,0,7,4,0,0,,12,5
11573,"Ferrari, Gianluca",DEF,Atl. Tucumán,$ 1.200.000,5,24,"4,80",5,24,"4,80",0,0,0,0,0,0,0,,0,0,0,0,0,0,,12,4
11574,"Ferreira, Clever",DEF,Atl. Tucumán,$ 400.000,8,50,"6,25",11,61,"5,55",1,0,1,0,0,0,0,,1,0,4,2,2,0,,12,5
11575,"Galván, Ignacio",DEF,Atl. Tucumán,$ 900.000,5,31,"6,20",8,50,"6,25",1,1,0,0,0,0,0,,0,0,4,2,1,0,,12,
11576,"Gálvez, Agustín",DEF,Atl. Tucumán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11577,"Grillo, Fausto",DEF,Atl. Tucumán,$ 2.400.000,,,,,,,,,,,,,,,,,,,,,,12,
11578,"Infante, Juan José",DEF,Atl. Tucumán,$ 1.800.000,,,,,,,,,,,,,,,,,,,,,,12,
11579,"Martínez, Damián",DEF,Atl. Tucumán,$ 3.100.000,9,46,"5,11",11,55,"5,00",0,0,0,0,0,0,0,,1,0,5,4,0,0,,12,2
11580,"Ortiz, Marcelo",DEF,Atl. Tucumán,$ 1.600.000,11,75,"6,82",14,90,"6,43",2,1,1,0,0,0,0,,0,0,4,6,0,0,,12,
11581,"Posse, Juan Pablo",DEF,Atl. Tucumán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11582,"Vallejo, Luciano",DEF,Atl. Tucumán,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,1,0,0,0,,12,
11583,"Villa, Maximiliano",DEF,Atl. Tucumán,$ 700.000,6,35,"5,83",7,41,"5,86",0,0,0,0,0,0,0,,0,0,3,1,0,0,,12,
11584,"Acosta, Guillermo",VOL,Atl. Tucumán,$ 2.400.000,2,10,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11585,"Franco, Agustín",VOL,Atl. Tucumán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11586,"Godoy, Ezequiel",VOL,Atl. Tucumán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11587,"Godoy, Lautaro",VOL,Atl. Tucumán,$ 500.000,8,44,"5,50",9,48,"5,33",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11588,"Laméndola, Nicolás",VOL,Atl. Tucumán,$ 900.000,10,53,"5,30",12,72,"6,00",1,1,0,0,0,0,1,,0,1,,5,0,0,,12,5
11589,"López, Kevin",VOL,Atl. Tucumán,$ 1.000.000,8,47,"5,88",9,56,"6,22",0,0,0,0,0,0,0,,0,2,,1,0,0,,12,5
11590,"Ortiz, Kevin",VOL,Atl. Tucumán,$ 1.000.000,11,59,"5,36",14,73,"5,21",0,0,0,0,0,0,0,,0,1,,5,0,0,,12,5
11591,"Román, Lucas",VOL,Atl. Tucumán,$ 1.700.000,,,,,,,,,,,,,,,,,,,,,,12,
11592,"Sánchez, Adrián",VOL,Atl. Tucumán,$ 2.000.000,12,75,"6,25",15,91,"6,07",1,1,0,0,0,0,0,,0,1,,1,0,0,,12,4
11593,"Tesuri, Renzo",VOL,Atl. Tucumán,$ 2.800.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,
11594,"Vega, Leonel",VOL,Atl. Tucumán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11595,"Abeldaño, Gabriel",DEL,Atl. Tucumán,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11596,"Auzqui, Carlos",DEL,Atl. Tucumán,$ 2.600.000,4,23,"5,75",6,33,"5,50",1,0,1,0,0,1,0,,0,0,,3,0,0,,12,
11597,"Bajamich, Mateo",DEL,Atl. Tucumán,$ 2.000.000,9,48,"5,33",10,52,"5,20",1,1,0,0,0,1,0,,0,0,,2,0,0,,12,3
11598,"Cabrera, Lisandro",DEL,Atl. Tucumán,$ 800.000,1,5,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11599,"Coronel, Mateo",DEL,Atl. Tucumán,$ 3.500.000,3,24,"8,00",5,36,"7,20",1,0,1,0,0,1,0,,0,0,,0,0,0,,12,
11600,"Díaz, Leandro",DEL,Atl. Tucumán,$ 3.300.000,11,58,"5,27",14,79,"5,64",3,1,1,0,1,0,0,,0,1,,4,1,0,,12,4
11601,"Nicola, Franco",DEL,Atl. Tucumán,$ 1.300.000,5,23,"4,60",8,43,"5,38",1,1,0,0,0,0,0,,0,0,,2,0,0,,12,
11602,"Ruiz Rodríguez, Ramiro",DEL,Atl. Tucumán,$ 2.100.000,9,50,"5,56",10,56,"5,60",1,0,1,0,0,0,0,,0,0,,1,0,0,,12,4
11603,Estadísticas totales de Atlético Tucumán:,,,$ 48.300.000,162,921,"5,69",203,1153,"5,68",15,8,6,0,1,3,1,19,2,6,32,47,4,0,1,12,49
11604,"Romero, Diego",ARQ,Banfield,$ 600.000,,,,,,,,,,,,,,,,,,,,,,12,
11605,"Sanguinetti, Facundo",ARQ,Banfield,$ 1.500.000,12,64,"5,33",15,80,"5,33",0,0,0,0,0,0,0,20,0,1,4,0,0,0,0,12,1
11606,"Abraham, Ignacio",DEF,Banfield,$ 600.000,12,70,"5,83",15,87,"5,80",0,0,0,0,0,0,0,,0,0,4,1,0,0,,12,4
11607,"Alfaro, Juan Luis",DEF,Banfield,$ 800.000,3,15,"5,00",5,22,"4,40",0,0,0,0,0,0,0,,0,0,2,2,0,0,,12,
11608,"Arboleda, Danilo",DEF,Banfield,$ 900.000,3,19,"6,33",3,19,"6,33",0,0,0,0,0,0,0,,0,0,0,0,0,0,,12,
11609,"Colazo, Nicolás",DEF,Banfield,$ 1.000.000,,,,,,,0,0,0,0,0,0,0,,0,0,3,0,0,0,,12,
11610,"Daniele, Santiago",DEF,Banfield,$ 400.000,3,17,"5,67",4,23,"5,75",0,0,0,0,0,0,0,,0,0,4,1,0,0,,12,
11611,"Iribarren, Juan Martín",DEF,Banfield,$ 300.000,1,3,"3,00",3,17,"5,67",0,0,0,0,0,0,0,,0,0,2,0,0,0,,12,
11612,"Meriano, Nicolás",DEF,Banfield,$ 800.000,9,45,"5,00",9,45,"5,00",0,0,0,0,0,0,0,,0,0,4,1,0,0,,12,5
11613,"Oviedo, Brandon",DEF,Banfield,$ 300.000,,,,3,16,"5,33",0,0,0,0,0,0,0,,0,0,1,1,0,0,,12,
11614,"Pombo, Joaquín",DEF,Banfield,$ 900.000,,,,,,,,,,,,,,,,,,,,,,12,
11615,"Vittor, Sergio",DEF,Banfield,$ 1.400.000,12,70,"5,83",14,80,"5,71",0,0,0,0,0,0,0,,0,1,3,1,0,0,,12,4
11616,"Adoryán, Tomás",VOL,Banfield,$ 900.000,7,32,"4,57",10,46,"4,60",0,0,0,0,0,0,0,,0,0,,3,0,0,,12,4
11617,"Esquivel, Santiago",VOL,Banfield,$ 300.000,11,53,"4,82",14,68,"4,86",0,0,0,0,0,0,0,,0,0,,2,0,0,,12,5
11618,"Gómez, Lautaro",VOL,Banfield,$ 300.000,1,0,"0,00",1,0,"0,00",0,0,0,0,0,0,0,,0,0,,0,1,0,,12,0
11619,"González, Matías",VOL,Banfield,$ 1.600.000,,,,,,,,,,,,,,,,,,,,,,12,
11620,"López García, Santiago",VOL,Banfield,$ 1.400.000,10,52,"5,20",11,58,"5,27",0,0,0,0,0,0,0,,0,0,,3,0,0,,12,5
11621,"Obando, Agustín",VOL,Banfield,$ 1.000.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11622,"Palavecino, Lucas",VOL,Banfield,$ 500.000,1,6,"6,00",1,6,"6,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11623,"Río, Martín",VOL,Banfield,$ 1.700.000,12,76,"6,33",15,92,"6,13",2,0,2,0,0,1,0,,0,0,,3,0,0,,12,5
11624,"Ríos, Lautaro",VOL,Banfield,$ 900.000,7,48,"6,86",7,48,"6,86",1,0,1,0,0,0,0,,0,1,,1,0,0,,12,5
11625,"Vega, Gabriel",VOL,Banfield,$ 1.500.000,,,,1,6,"6,00",0,0,0,0,0,0,0,,0,0,,0,1,0,,12,
11626,"Alaniz, Agustín",DEL,Banfield,$ 1.000.000,2,6,"3,00",3,11,"3,67",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,4
11627,"Arturia, Marcos",DEL,Banfield,$ 800.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11628,"Auzmendi, Rodrigo",DEL,Banfield,$ 500.000,12,67,"5,58",14,93,"6,64",4,4,0,0,0,1,0,,0,1,,4,0,0,,12,5
11629,"Castañeda, Frank",DEL,Banfield,$ 500.000,7,33,"4,71",8,38,"4,75",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11630,"Furch, Julio César",DEL,Banfield,$ 2.000.000,2,10,"5,00",3,15,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11631,"Méndez, Mauro",DEL,Banfield,$ 2.800.000,12,79,"6,58",14,97,"6,93",3,3,0,0,0,2,0,,0,1,,2,0,0,,12,5
11632,"Nasif, Tomás",DEL,Banfield,$ 600.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11633,"Perrotta, Tiziano",DEL,Banfield,$ 300.000,,,,1,6,"6,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11634,"Piñero, Lisandro",DEL,Banfield,$ 500.000,2,11,"5,50",2,11,"5,50",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,
11635,"Ríos, Gonzalo",DEL,Banfield,$ 600.000,12,82,"6,83",15,100,"6,67",2,1,1,0,0,2,0,,0,1,,1,0,0,,12,4
11636,"Sepúlveda, Bruno",DEL,Banfield,$ 1.500.000,4,27,"6,75",4,27,"6,75",2,2,0,0,0,0,0,,0,0,,2,0,0,,12,8
11637,Estadísticas totales de Banfield:,,,$ 30.700.000,157,885,"5,64",195,1111,"5,70",14,10,4,0,0,6,0,20,0,6,27,30,2,0,0,12,64
11638,"Ledesma, Marcos",ARQ,Barracas Ctral.,$ 1.500.000,10,57,"5,70",13,73,"5,62",0,0,0,0,0,0,0,16,0,2,2,0,0,0,0,12,0
11639,"Miño, Marcelo",ARQ,Barracas Ctral.,$ 1.500.000,2,20,"10,00",2,20,"10,00",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,
11640,"Barrios, Rafael",DEF,Barracas Ctral.,$ 1.800.000,11,51,"4,64",14,65,"4,64",0,0,0,0,0,0,0,,0,0,4,6,0,0,,12,2
11641,"Capraro, Nicolás",DEF,Barracas Ctral.,$ 700.000,2,15,"7,50",2,15,"7,50",0,0,0,0,0,0,0,,0,0,3,0,0,0,,12,
11642,"Demartini, Nicolás",DEF,Barracas Ctral.,$ 900.000,11,51,"4,64",14,67,"4,79",0,0,0,0,0,0,0,,0,0,3,5,0,0,,12,4
11643,"Insúa, Rodrigo",DEF,Barracas Ctral.,$ 2.000.000,9,62,"6,89",12,87,"7,25",2,1,0,0,1,1,1,,0,0,4,4,0,0,,12,13
11644,"Jappert, Kevin",DEF,Barracas Ctral.,$ 800.000,9,51,"5,67",11,75,"6,82",1,0,1,0,0,1,0,,0,1,1,1,0,0,,12,
11645,"Rak, Yonatthan",DEF,Barracas Ctral.,$ 1.100.000,9,50,"5,56",11,61,"5,55",0,0,0,0,0,0,0,,0,0,4,1,0,0,,12,4
11646,"Tobio, Fernando",DEF,Barracas Ctral.,$ 3.300.000,5,23,"4,60",8,49,"6,13",1,1,0,0,0,1,0,,0,0,3,4,0,0,,12,4
11647,"Barrios, Nahuel",VOL,Barracas Ctral.,$ 5.100.000,2,8,"4,00",3,12,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,4
11648,"Glaby, Dylan",VOL,Barracas Ctral.,$ 900.000,,,,1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11649,"Lavezzi, Tomás",VOL,Barracas Ctral.,$ 400.000,,,,,,,,,,,,,,,,,,,,,,12,
11650,"Mater, Facundo",VOL,Barracas Ctral.,$ 2.200.000,5,22,"4,40",5,22,"4,40",0,0,0,0,0,0,0,,0,0,,2,0,0,,12,4
11651,"Miloc, Dardo",VOL,Barracas Ctral.,$ 1.000.000,12,56,"4,67",14,67,"4,79",0,0,0,0,0,0,0,,0,0,,4,0,0,,12,2
11652,"Porra, Tomás",VOL,Barracas Ctral.,$ 400.000,6,30,"5,00",6,30,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,4
11653,"Puig, Maximiliano",VOL,Barracas Ctral.,$ 400.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11654,"Rosané, Siro",VOL,Barracas Ctral.,$ 700.000,10,50,"5,00",12,60,"5,00",0,0,0,0,0,0,0,,0,0,,2,0,0,,12,4
11655,"Ruiz, Javier",VOL,Barracas Ctral.,$ 1.000.000,12,80,"6,67",15,106,"7,07",2,2,0,0,0,2,0,,0,2,,3,0,0,,12,4
11656,"Tapia, Ignacio",VOL,Barracas Ctral.,$ 500.000,4,19,"4,75",4,19,"4,75",1,1,0,0,0,0,0,,0,0,,1,0,0,,12,
11657,"Tapia, Iván",VOL,Barracas Ctral.,$ 2.300.000,10,53,"5,30",13,68,"5,23",1,0,0,0,1,1,0,,0,0,,2,1,0,,12,
11658,"Blandi, Nicolás",DEL,Barracas Ctral.,$ 1.800.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11659,"Bruera, Facundo",DEL,Barracas Ctral.,$ 2.400.000,10,83,"8,30",13,94,"7,23",5,5,0,0,0,1,0,,0,3,,7,0,0,,12,
11660,"Candia, Jhonatan",DEL,Barracas Ctral.,$ 3.000.000,8,52,"6,50",11,64,"5,82",3,1,2,0,0,2,0,,0,0,,4,0,0,,12,3
11661,"Duarte, Manuel",DEL,Barracas Ctral.,$ 900.000,3,13,"4,33",5,23,"4,60",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,
11662,"Guaraz, Iván",DEL,Barracas Ctral.,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11663,"Krüger, Facundo",DEL,Barracas Ctral.,$ 700.000,,,,,,,,,,,,,,,,,,,,,,12,
11664,"Morales, Gonzalo",DEL,Barracas Ctral.,$ 2.500.000,7,38,"5,43",10,52,"5,20",2,2,0,0,0,1,0,,0,0,,2,0,0,,12,4
11665,"Perugini, Thiago",DEL,Barracas Ctral.,$ 400.000,,,,,,,,,,,,,,,,,,,,,,12,
11666,"Pianovi, Fausto",DEL,Barracas Ctral.,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11667,Estadísticas totales de Barracas Central:,,,$ 40.800.000,157,884,"5,63",199,1133,"5,69",18,13,3,0,2,10,1,16,0,8,26,49,1,0,0,12,56
11668,"Cardozo, Thiago",ARQ,Belgrano,$ 2.000.000,12,79,"6,58",15,103,"6,87",0,0,0,0,0,0,0,11,0,1,7,2,0,0,1,12,5
11669,"Daniele, Matías",ARQ,Belgrano,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11670,"Vicentini, Manuel",ARQ,Belgrano,$ 2.000.000,,,,,,,,,,,,,,,,,,,,,,12,
11671,"Baldi, Agustín",DEF,Belgrano,$ 500.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,0,0,0,0,,12,5
11672,"Bernabéu, Lucas",DEF,Belgrano,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11673,"Compagnucci, Gabriel",DEF,Belgrano,$ 1.500.000,12,77,"6,42",15,97,"6,47",1,1,0,0,0,0,0,,1,0,7,1,0,0,,12,3
11674,"Falcón, Agustín",DEF,Belgrano,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11675,"Leguizamón, Aníbal",DEF,Belgrano,$ 1.200.000,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,12,
11676,"López, Elías",DEF,Belgrano,$ 1.000.000,3,18,"6,00",3,18,"6,00",0,0,0,0,0,0,0,,0,0,2,0,0,0,,12,
11677,"López, Lisandro",DEF,Belgrano,$ 4.500.000,9,58,"6,44",12,78,"6,50",0,0,0,0,0,0,0,,0,1,6,2,1,0,,12,6
11678,"Maldonado, Alexis",DEF,Belgrano,$ 700.000,10,52,"5,20",12,62,"5,17",0,0,0,0,0,0,0,,0,0,4,4,0,0,,12,
11679,"Morales, Leonardo",DEF,Belgrano,$ 4.000.000,12,69,"5,75",15,88,"5,87",0,0,0,0,0,0,0,,0,0,7,3,0,0,,12,5
11680,"Ostchega, Tobías",DEF,Belgrano,$ 1.400.000,2,11,"5,50",5,29,"5,80",0,0,0,0,0,0,0,,0,0,4,1,0,0,,12,7
11681,"Ricca, Federico",DEF,Belgrano,$ 1.600.000,7,37,"5,29",7,37,"5,29",0,0,0,0,0,0,0,,0,0,3,1,0,0,,12,
11682,"Spörle, Adrián",DEF,Belgrano,$ 1.000.000,7,40,"5,71",7,40,"5,71",0,0,0,0,0,0,0,,0,0,4,3,0,0,,12,
11683,"Troilo, Mariano",DEF,Belgrano,$ 2.200.000,1,3,"3,00",4,21,"5,25",0,0,0,0,0,0,0,,0,0,2,3,0,0,,12,
11684,"Uriona, Martino",DEF,Belgrano,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11685,"Gatti, Santino",VOL,Belgrano,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11686,"González Metilli, Francisco",VOL,Belgrano,$ 3.000.000,8,53,"6,63",11,68,"6,18",1,1,0,0,0,0,0,,0,1,,2,0,0,,12,5
11687,"Heredia, Gerónimo",VOL,Belgrano,$ 500.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11688,"Hernandes, Ramiro",VOL,Belgrano,$ 300.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,
11689,"Longo, Santiago",VOL,Belgrano,$ 3.300.000,8,39,"4,88",11,55,"5,00",0,0,0,0,0,0,0,,0,0,,3,0,0,,12,
11690,"Lucco, Jeremías",VOL,Belgrano,$ 1.300.000,,,,,,,,,,,,,,,,,,,,,,12,
11691,"Mavilla, Julián",VOL,Belgrano,$ 800.000,5,21,"4,20",6,26,"4,33",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,4
11692,"Menossi, Lucas",VOL,Belgrano,$ 4.000.000,4,19,"4,75",4,19,"4,75",0,0,0,0,0,0,0,,0,0,,2,1,0,,12,
11693,"Quignón, Facundo",VOL,Belgrano,$ 1.600.000,,,,2,8,"4,00",0,0,0,0,0,0,0,,0,0,,2,0,0,,12,
11694,"Sánchez, Ulises",VOL,Belgrano,$ 3.300.000,5,26,"5,20",7,37,"5,29",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,6
11695,"Saravia, Rodrigo",VOL,Belgrano,$ 1.600.000,6,30,"5,00",6,30,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,5
11696,"Tulián, Ramiro",VOL,Belgrano,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11697,"Zelarayán, Gonzalo",VOL,Belgrano,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11698,"Zelarayán, Lucas",VOL,Belgrano,$ 5.600.000,10,77,"7,70",12,103,"8,58",3,3,0,0,0,1,0,,0,2,,1,0,0,,12,
11699,"Fernández, Nicolás Emanuel",DEL,Belgrano,$ 4.800.000,11,71,"6,45",14,86,"6,14",2,2,0,0,0,0,0,,0,1,,1,0,0,,12,15
11700,"Jara, Franco",DEL,Belgrano,$ 3.900.000,11,64,"5,82",13,81,"6,23",3,2,0,0,1,3,0,,0,0,,3,0,0,,12,2
11701,"Passerini, Lucas",DEL,Belgrano,$ 4.000.000,5,29,"5,80",8,49,"6,13",2,0,0,0,2,2,0,,0,1,,4,1,0,,12,
11702,"Reyna, Bryan",DEL,Belgrano,$ 1.900.000,2,9,"4,50",2,9,"4,50",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,
11703,"Velázquez, Juan Martín",DEL,Belgrano,$ 500.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11704,Estadísticas totales de Belgrano:,,,$ 66.100.000,153,896,"5,86",194,1158,"5,97",12,9,0,0,3,6,0,11,1,7,46,42,3,0,1,12,68
11705,"Brey, Leandro",ARQ,Boca,$ 1.200.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,
11706,"García, Javier",ARQ,Boca,$ 1.500.000,,,,,,,,,,,,,,,,,,,,,,12,
11707,"Marchesín, Agustín",ARQ,Boca,$ 6.300.000,11,56,"5,09",14,75,"5,36",0,0,0,0,0,0,0,11,0,0,6,1,0,0,0,12,3
11708,"Advíncula, Luis",DEF,Boca,$ 4.000.000,2,15,"7,50",5,29,"5,80",0,0,0,0,0,0,0,,0,0,4,1,0,0,,12,8
11709,"Barinaga, Juan Ignacio",DEF,Boca,$ 1.500.000,12,75,"6,25",13,82,"6,31",0,0,0,0,0,0,0,,0,0,6,0,0,0,,12,6
11710,"Battaglia, Rodrigo",DEF,Boca,$ 5.500.000,9,89,"9,89",12,107,"8,92",3,1,2,0,0,2,0,,0,0,5,1,0,0,,12,
11711,"Blanco, Lautaro",DEF,Boca,$ 4.700.000,12,79,"6,58",15,95,"6,33",1,1,0,0,0,0,0,,0,0,6,2,0,0,,12,5
11712,"Blondel, Lucas",DEF,Boca,$ 2.500.000,,,,,,,,,,,,,,,,,,,,,,12,
11713,"Costa, Ayrton",DEF,Boca,$ 4.800.000,9,67,"7,44",9,67,"7,44",1,0,1,0,0,0,0,,0,0,3,1,0,0,,12,6
11714,"Di Lollo, Lautaro",DEF,Boca,$ 3.300.000,11,79,"7,18",12,95,"7,92",2,0,2,0,0,1,0,,0,1,6,5,0,0,,12,6
11715,"Fabra, Frank",DEF,Boca,$ 3.000.000,,,,,,,,,,,,,,,,,,,,,,12,
11716,"Figal, Nicolás",DEF,Boca,$ 4.000.000,,,,1,7,"7,00",0,0,0,0,0,0,0,,0,0,1,0,0,0,,12,
11717,"Mendía, Mateo",DEF,Boca,$ 500.000,,,,,,,,,,,,,,,,,,,,,,12,
11718,"Pellegrino, Marco",DEF,Boca,$ 3.500.000,3,20,"6,67",6,42,"7,00",0,0,0,0,0,0,0,,0,1,3,2,0,0,,12,
11719,"Alarcón, Williams",VOL,Boca,$ 4.000.000,4,23,"5,75",6,33,"5,50",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,5
11720,"Belmonte, Tomás",VOL,Boca,$ 3.500.000,1,5,"5,00",3,14,"4,67",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11721,"Braida, Malcom",VOL,Boca,$ 4.200.000,2,8,"4,00",4,16,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,12,
11722,"Dalmasso, Santiago",VOL,Boca,$ 400.000,,,,,,,,,,,,,,,,,,,,,,12,
11723,"Delgado, Milton",VOL,Boca,$ 900.000,3,19,"6,33",4,24,"6,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,7
11724,"Herrera, Ander",VOL,Boca,$ 4.000.000,3,19,"6,33",3,19,"6,33",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,6
11725,"Martegani, Agustín",VOL,Boca,$ 2.500.000,,,,,,,,,,,,,,,,,,,,,,12,
11726,"Miramón, Ignacio",VOL,Boca,$ 3.500.000,,,,,,,,,,,,,,,,,,,,,,12,
11727,"Paredes, Leandro",VOL,Boca,$ 7.000.000,11,70,"6,36",13,84,"6,46",1,0,0,0,1,1,0,,1,2,,5,0,0,,12,4
11728,"Rey Domenech, Camilo",VOL,Boca,$ 400.000,,,,,,,,,,,,,,,,,,,,,,12,
11729,"Velasco, Alan",VOL,Boca,$ 5.800.000,4,20,"5,00",7,32,"4,57",1,1,0,0,0,1,0,,0,0,,3,0,0,,12,
11730,"Zenón, Kevin",VOL,Boca,$ 5.300.000,1,4,"4,00",2,9,"4,50",0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11731,"Aguirre, Brian",DEL,Boca,$ 3.800.000,9,58,"6,44",9,58,"6,44",1,0,1,0,0,0,0,,0,1,,0,0,0,,12,
11732,"Cavani, Edinson",DEL,Boca,$ 6.500.000,5,24,"4,80",7,31,"4,43",1,0,1,0,0,0,0,,0,0,,2,0,0,,12,
11733,"Giménez, Milton",DEL,Boca,$ 5.600.000,9,82,"9,11",10,84,"8,40",5,2,3,0,0,2,0,,0,2,,4,0,0,,12,24
11734,"Janson, Lucas",DEL,Boca,$ 3.000.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,12,
11735,"Merentiel, Miguel Ángel",DEL,Boca,$ 6.800.000,12,89,"7,42",15,104,"6,93",5,4,0,0,1,2,1,,0,0,,1,0,0,,12,12
11736,"Palacios, Carlos",DEL,Boca,$ 5.800.000,9,38,"4,22",11,46,"4,18",0,0,0,0,0,0,0,,0,0,,3,0,0,,12,2
11737,"Zeballos, Exequiel",DEL,Boca,$ 4.500.000,7,71,"10,14",7,71,"10,14",4,4,0,0,0,2,0,,0,2,,0,0,1,,12,8
11738,Estadísticas totales de Boca:,,,$ 123.800.000,150,1014,"6,76",189,1228,"6,50",25,13,10,0,2,11,1,12,1,9,41,33,0,1,0,12,102
11739,"Aguerre, Alan",ARQ,Ctral. Córdoba,$ 3.500.000,12,98,"8,17",15,115,"7,67",0,0,0,0,0,0,0,10,0,3,7,2,0,0,0,12,5
11740,"Bursich, Lautaro",ARQ,Ctral. Córdoba,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11741,"Zozaya, Juan Pablo",ARQ,Ctral. Córdoba,$ 700.000,,,,,,,,,,,,,,,,,,,,,,12,
11742,"Abascia, Lucas",DEF,Ctral. Córdoba,$ 2.900.000,10,71,"7,10",13,90,"6,92",1,1,0,0,0,0,0,,0,0,6,3,0,0,,12,5
11743,"Casermeiro, Yuri",DEF,Ctral. Córdoba,$ 800.000,1,8,"8,00",3,21,"7,00",0,0,0,0,0,0,0,,0,0,5,0,0,0,,12,
11744,"Cufré, Braian",DEF,Ctral. Córdoba,$ 2.000.000,10,65,"6,50",12,77,"6,42",0,0,0,0,0,0,0,,0,0,7,0,0,0,,12,5
11745,"Galván Vittar, Ignacio",DEF,Ctral. Córdoba,$ 300.000,,,,,,,,,,,,,,,,,,,,,,12,
11746,"Galván, Jonatan",DEF,Ctral. Córdoba,$ 1.800.000,12,85,"7,08",15,100,"6,67",1,1,0,0,0,0,0,,0,0,6,3,0,0,,12,15
